CustomerID,Country,Segment,SegmentRank,Cluster,Recency,Frequency,Monetary,TotalItems,R_Score,F_Score,M_Score,RFM_Score,FirstPurchase,LastPurchase,PC1,PC2
12428,Finland,Champions,0,2,26,9,7956.46,3536,2,1,1,211,2011-03-01 09:33:00,2011-11-14 08:22:00,1.8924492198783638,0.28640880796798496
12429,Denmark,Champions,0,2,9,8,6204.41,2890,1,1,1,111,2010-06-11 13:28:00,2011-11-30 17:22:00,2.0251876176205688,-0.3745292369581078
12430,Norway,At Risk,2,1,43,1,256.4,117,2,4,5,245,2011-10-27 15:09:00,2011-10-27 15:09:00,-0.9880639402100093,-1.063176616033004
12431,Australia,Champions,0,2,36,27,10432.22,4600,2,1,1,211,2010-01-15 09:04:00,2011-11-04 11:55:00,2.6935855877199675,0.9189685722568945
12432,Norway,Loyal Customers,1,3,43,5,5059.32,1801,2,2,1,221,2011-06-20 13:27:00,2011-10-28 11:43:00,1.1476354489146492,0.2326717183136342
12433,Norway,Champions,0,2,1,10,16794.14,13534,1,1,1,111,2010-08-20 09:23:00,2011-12-09 10:02:00,3.132968900280525,-0.889990549940518
12434,Australia,Loyal Customers,1,3,85,3,1103.43,532,3,3,3,333,2010-11-23 13:38:00,2011-09-16 12:38:00,-0.041729376373911234,-0.0027731122525069666
12435,Denmark,Champions,0,2,80,6,13925.93,4958,3,2,1,321,2009-12-02 13:58:00,2011-09-21 09:06:00,1.508866466533029,0.9292503695698779
12436,Norway,Hibernating,3,0,100,1,509.01,211,3,4,4,344,2011-09-01 12:09:00,2011-09-01 12:09:00,-0.9589855378006401,-0.3999483079865026
12437,France,Champions,0,2,2,39,12683.4,8000,1,1,1,111,2009-12-02 16:24:00,2011-12-08 11:35:00,3.8637525361090583,-0.27710337395856216
12438,Norway,At Risk,2,1,14,2,2906.85,1180,1,3,2,132,2011-07-22 13:29:00,2011-11-25 13:28:00,0.7259676351225797,-0.7810711632572224
12439,Cyprus,Loyal Customers,1,3,683,2,1142.88,478,5,3,3,533,2009-12-14 08:40:00,2010-01-26 12:11:00,-0.9168750043540517,1.0457705871774796
12440,Austria,Hibernating,3,0,462,2,859.2,331,5,3,3,533,2009-12-22 12:03:00,2010-09-03 13:11:00,-0.9147916027653773,0.7451256587417834
12441,France,Hibernating,3,0,367,1,173.55,121,4,4,5,445,2010-12-08 10:45:00,2010-12-08 10:45:00,-1.8446991352638318,-0.008369491822279656
12442,Spain,At Risk,2,1,3,1,172.06,182,1,4,5,145,2011-12-06 14:22:00,2011-12-06 14:22:00,-0.3850310292923384,-2.504548420516079
12443,Norway,Hibernating,3,0,732,1,485.31,182,5,4,4,544,2009-12-07 15:42:00,2009-12-07 15:42:00,-1.6211729639176593,0.6788040987456176
12444,Norway,Champions,0,2,21,5,5005.46,1153,2,2,1,221,2011-06-21 14:00:00,2011-11-18 13:23:00,1.3672981003350362,-0.15278278720768795
12445,Spain,At Risk,2,1,22,2,434.98,206,2,3,4,234,2010-10-15 12:28:00,2011-11-17 18:43:00,-0.2393194396407142,-1.1142317395884567
12446,RSA,At Risk,2,1,58,1,1002.3100000000001,351,2,4,3,243,2011-10-13 12:50:00,2011-10-13 12:50:00,-0.49013406629940126,-0.49355714937436473
12447,Belgium,Hibernating,3,0,243,1,476.49,190,4,4,4,444,2011-04-10 13:25:00,2011-04-10 13:25:00,-1.2731593250399522,0.06671770155942697
12448,Spain,At Risk,2,1,44,1,449.45,243,2,4,4,244,2011-10-26 13:46:00,2011-10-26 13:46:00,-0.7514594741787362,-0.883014137041099
12449,Belgium,Champions,0,2,22,6,4835.89,2282,2,2,1,221,2010-09-27 09:37:00,2011-11-17 13:46:00,1.4554315188202775,-0.08206733020578776
12450,Spain,Loyal Customers,1,3,156,5,688.2,442,3,2,3,323,2010-08-22 13:11:00,2011-07-06 14:41:00,-0.1328681564520819,0.336480918841484
12451,Switzerland,Champions,0,2,11,8,12669.88,9359,1,1,1,111,2010-06-28 12:58:00,2011-11-29 08:40:00,2.2772892675429133,-0.05996679157102217
12452,Switzerland,At Risk,2,1,17,2,430.57,185,1,3,4,134,2011-11-23 08:05:00,2011-11-23 10:28:00,-0.1644200688880721,-1.2524561342075813
12453,Austria,Hibernating,3,0,134,1,707.09,473,3,4,3,343,2011-07-28 14:08:00,2011-07-28 14:08:00,-0.9098873317339237,-0.14156366381192978
12454,Spain,Champions,0,2,56,5,16679.78,7703,2,2,1,221,2010-10-14 17:33:00,2011-10-14 17:13:00,1.5836866006473025,0.7330274539229289
12455,Cyprus,Champions,0,2,73,10,5879.95,3302,3,1,1,311,2009-12-18 12:33:00,2011-09-27 15:31:00,1.507043271067146,0.786709597327188
12456,Switzerland,Loyal Customers,1,3,44,3,3181.04,1633,2,3,1,231,2011-03-30 09:12:00,2011-10-26 14:41:00,0.6290380663535738,-0.04270871016325614
12457,Switzerland,Loyal Customers,1,3,66,8,2995.91,1094,3,1,1,311,2010-09-30 17:59:00,2011-10-04 13:13:00,1.092412617718156,0.4562147617841238
12458,Switzerland,Loyal Customers,1,3,71,4,1777.49,986,3,2,2,322,2010-08-09 10:33:00,2011-09-29 15:25:00,0.39354308502495666,0.12390813970868939
12459,Spain,Hibernating,3,0,605,1,454.36,258,5,4,4,544,2010-04-13 14:53:00,2010-04-13 14:53:00,-1.5882534816202947,0.5541653399052948
12460,Belgium,Hibernating,3,0,456,1,326.65,170,5,4,4,544,2010-09-09 13:51:00,2010-09-09 13:51:00,-1.6403634971530563,0.2998688341631209
12461,Switzerland,Loyal Customers,1,3,94,2,826.88,287,3,3,3,333,2011-07-08 10:23:00,2011-09-06 16:57:00,-0.4188934717449915,-0.13979363780012555
12462,Spain,At Risk,2,1,19,2,1189.59,536,1,3,3,133,2011-02-09 14:44:00,2011-11-21 09:11:00,0.2437147890890609,-0.8901301148528501
12463,Belgium,Loyal Customers,1,3,53,4,1344.78,776,2,2,2,222,2011-04-12 12:47:00,2011-10-17 13:44:00,0.36515122892671,-0.11831835649899118
12464,Belgium,At Risk,2,1,10,8,1212.05,112,1,1,3,113,2011-02-03 13:30:00,2011-11-29 13:33:00,1.2830018889523411,-0.8113179139974369
12465,Belgium,At Risk,2,1,17,2,742.1899999999999,479,1,3,3,133,2011-06-23 13:37:00,2011-11-22 16:34:00,0.07244379651306812,-1.0895114709642297
12466,France,Hibernating,3,0,682,1,56.73,1,5,4,5,545,2010-01-26 16:26:00,2010-01-26 16:26:00,-2.5270160949945524,0.0009607268000572033
12467,USA,Hibernating,3,0,423,1,132.8,129,5,4,5,545,2010-10-12 15:41:00,2010-10-12 15:41:00,-2.0064045699801003,-0.009958937887113512
12468,Germany,Loyal Customers,1,3,188,5,3670.74,2201,3,2,1,321,2010-01-26 10:09:00,2011-06-05 11:36:00,0.5361332637438173,0.9403006676259569
12469,Thailand,Loyal Customers,1,3,523,2,3070.54,2552,5,3,1,531,2010-06-21 10:30:00,2010-07-05 12:40:00,-0.40018020663079,1.1949462363830496
12470,Unspecified,Hibernating,3,0,690,1,211.95,95,5,4,5,545,2010-01-19 11:01:00,2010-01-19 11:01:00,-1.9619508583350005,0.39869782115155333
12471,Germany,Champions,0,2,2,79,39918.19,16858,1,1,1,111,2009-12-07 10:41:00,2011-12-07 15:43:00,4.891890045698545,0.3208046467756295
12472,Germany,Champions,0,2,32,19,16249.289999999999,10378,2,1,1,211,2009-12-14 10:49:00,2011-11-07 14:01:00,2.6671690443361658,0.8653237853674314
12473,Germany,Champions,0,2,29,5,3928.0499999999997,2414,2,2,1,221,2011-06-01 10:15:00,2011-11-10 13:46:00,1.1613147680721183,-0.05439266700220155
12474,Germany,Champions,0,2,17,31,12372.75,7940,1,1,1,111,2010-02-11 09:41:00,2011-11-22 14:39:00,3.102931683363168,0.6217222083055891
12475,Germany,At Risk,2,1,54,2,1149.64,771,2,3,3,233,2010-10-26 08:49:00,2011-10-17 10:10:00,-0.09854752695169641,-0.34249963570575204
12476,Germany,Champions,0,2,16,23,14083.91,5631,1,1,1,111,2010-07-26 09:04:00,2011-11-24 12:40:00,2.958527277850993,0.5235306142036881
12477,Germany,Champions,0,2,23,9,20276.37,6119,2,1,1,211,2010-03-26 14:01:00,2011-11-17 09:51:00,2.3382080122782365,0.5018816107912857
12478,Greece,At Risk,2,1,4,1,680.99,236,1,4,3,143,2011-12-06 09:56:00,2011-12-06 09:56:00,0.14039045396326558,-1.9703619743299896
12479,Germany,At Risk,2,1,11,1,527.2,385,1,4,4,144,2011-11-28 13:26:00,2011-11-28 13:26:00,-0.25430382376611,-1.564180842311367
12480,Germany,Champions,0,2,28,7,5464.85,2952,2,2,1,221,2010-07-20 13:21:00,2011-11-11 14:52:00,1.5355016088125266,0.13138247244456996
12481,Germany,Champions,0,2,23,15,12185.51,7158,2,1,1,211,2010-04-11 13:10:00,2011-11-17 08:29:00,2.474677101185161,0.5215988180286057
12482,Sweden,Champions,0,2,576,29,23691.4,27042,5,1,1,511,2010-02-24 10:24:00,2010-05-12 16:51:00,2.214613812311995,2.7049823857546924
12483,Sweden,Champions,0,2,17,19,5097.18,2160,1,1,1,111,2010-01-31 13:28:00,2011-11-22 17:02:00,2.3581504113307887,0.18353161485404537
12484,Spain,Champions,0,2,33,12,6354.1,3266,2,1,1,211,2010-01-27 16:41:00,2011-11-07 11:37:00,1.9199002869596842,0.4423424412747875
12485,Sweden,Hibernating,3,0,529,1,708.1,414,5,4,3,543,2010-06-28 15:22:00,2010-06-28 15:22:00,-1.3518686262877344,0.6130486218110996
12486,Sweden,Hibernating,3,0,432,1,1037.28,523,5,4,3,543,2010-10-04 12:14:00,2010-10-04 12:14:00,-1.120270530922927,0.6158945838642881
12487,Sweden,Hibernating,3,0,731,1,285.29999999999995,174,5,4,5,545,2009-12-09 11:36:00,2009-12-09 11:36:00,-1.8516176773319872,0.5192185395163487
12488,France,At Risk,2,1,10,3,1298.66,529,1,3,2,132,2011-09-25 10:34:00,2011-11-30 08:50:00,0.694743942808551,-1.088036268072318
12489,France,Hibernating,3,0,336,1,334.93,105,4,4,4,444,2011-01-07 13:13:00,2011-01-07 13:13:00,-1.5309084073766641,0.13937420640598386
12490,France,Champions,0,2,5,21,9823.64,5906,1,1,1,111,2009-12-01 12:52:00,2011-12-04 16:07:00,3.0722555089406547,-0.19069367626568878
12491,France,At Risk,2,1,39,1,460.40000000000003,260,2,4,4,244,2011-11-01 12:18:00,2011-11-01 12:18:00,-0.7028738646677617,-0.9407668446835665
12492,Germany,At Risk,2,1,63,3,715.21,444,3,3,3,333,2010-11-01 14:58:00,2011-10-07 15:15:00,-0.13485459738697833,-0.2955554964697529
12493,France,Hibernating,3,0,166,2,433.74,207,3,3,4,334,2011-05-26 14:53:00,2011-06-27 10:17:00,-0.8821647743665482,-0.02180617496350426
12494,France,Champions,0,2,16,9,1815.27,979,1,1,2,112,2010-05-12 13:52:00,2011-11-24 09:34:00,1.3983599115359104,-0.4116051564548481
12495,Sweden,Hibernating,3,0,641,1,357.4,130,5,4,4,544,2010-03-09 10:53:00,2010-03-09 10:53:00,-1.7112758734395388,0.5142071889797195
12496,Spain,Hibernating,3,0,620,2,45.34,30,5,3,5,535,2010-03-29 13:57:00,2010-03-29 14:06:00,-2.2828368234388394,0.03129184872396012
12497,Germany,Loyal Customers,1,3,82,3,6248.5,5685,3,3,1,331,2010-03-05 09:39:00,2011-09-19 12:29:00,0.7250685404811757,0.49724086391244804
12498,Germany,At Risk,2,1,21,3,403.70000000000005,159,2,3,4,234,2011-10-13 09:30:00,2011-11-18 12:53:00,-0.038028547228518186,-1.0555630402931735
12499,Germany,Hibernating,3,0,560,1,393.72,302,5,4,4,544,2010-05-28 15:12:00,2010-05-28 15:12:00,-1.6255622932396778,0.4687707301058401
12500,Germany,Champions,0,2,23,19,5955.21,3377,2,1,1,211,2010-02-04 15:05:00,2011-11-16 16:20:00,2.3328348921223627,0.3888114448059454
12501,Germany,Loyal Customers,1,3,337,1,2169.39,1783,4,4,2,442,2011-01-07 12:28:00,2011-01-07 12:28:00,-0.7187797882907411,0.7003517252609304
12502,Spain,Loyal Customers,1,3,96,5,3723.87,820,3,2,1,321,2011-02-03 10:41:00,2011-09-05 11:52:00,0.758269492750854,0.5767604650258802
12503,Spain,Hibernating,3,0,584,1,1126.0,561,5,4,3,543,2010-05-04 13:59:00,2010-05-04 13:59:00,-1.1819111845403016,0.8063974104801787
12504,Germany,At Risk,2,1,18,4,779.05,458,1,2,3,123,2010-04-22 10:24:00,2011-11-21 16:02:00,0.46553177575126564,-0.8578475504883999
12505,Italy,Hibernating,3,0,409,1,955.2,324,4,4,3,443,2010-10-27 09:18:00,2010-10-27 09:18:00,-1.1384956836422113,0.5611061591435987
12506,France,Hibernating,3,0,233,1,73.5,23,4,4,5,445,2011-04-21 08:54:00,2011-04-21 08:54:00,-2.069210711901974,-0.5133001418167065
12507,Spain,Loyal Customers,1,3,134,4,1844.06,1256,3,2,2,322,2010-05-04 09:23:00,2011-07-28 17:09:00,0.20611819142054277,0.48158047456111
12508,France,At Risk,2,1,26,2,397.88,271,2,3,4,234,2011-11-10 16:27:00,2011-11-13 15:37:00,-0.3299694635123467,-1.052470764231694
12509,France,Hibernating,3,0,284,1,176.5,55,4,4,5,445,2011-02-28 14:45:00,2011-02-28 14:45:00,-1.7546766854908071,-0.1442961817291561
12510,Spain,Loyal Customers,1,3,143,9,5178.02,2049,3,1,1,311,2009-12-04 13:47:00,2011-07-20 10:15:00,1.1635225854830833,1.0807887326054626
12511,Greece,Loyal Customers,1,3,429,1,3084.02,1753,5,4,1,541,2010-10-07 10:39:00,2010-10-07 10:39:00,-0.6434435302308483,0.9385340236769499
12512,Israel,Hibernating,3,0,66,2,132.18,96,3,3,5,335,2011-10-04 14:53:00,2011-10-04 14:55:00,-1.102154638869387,-0.8801302723159746
12513,France,Hibernating,3,0,113,1,612.29,462,3,4,3,343,2011-08-19 10:51:00,2011-08-19 10:51:00,-0.9178066683794133,-0.2778937549396815
12514,Italy,Loyal Customers,1,3,267,2,1597.76,840,4,3,2,432,2010-03-08 12:18:00,2011-03-17 16:38:00,-0.467734442243715,0.6294355132554469
12515,Italy,Hibernating,3,0,353,1,383.7,131,4,4,4,444,2010-12-21 15:43:00,2010-12-21 15:43:00,-1.4877589900094264,0.20715438528279187
12516,Germany,Loyal Customers,1,3,78,4,2648.62,1952,3,2,2,322,2010-04-19 14:14:00,2011-09-23 09:13:00,0.5372458927892386,0.2945873924200581
